StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3,Q1,Q1_5_TEXT,Q2,Q3,Q4,Q4_10_TEXT,Q5,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q9_4_TEXT,Q10,Q11,Q12,Q12_4_TEXT,Q 13-20_1,Q 13-20_2,Q 13-20_3,Q 13-20_4,Q 13-20_5,Q 13-20_6,Q 13-20_7,Q 13-20_8,Q21,Q22,Q 23-38_1,Q 23-38_2,Q 23-38_3,Q 23-38_4,Q 23-38_5,Q 23-38_6,Q 23-38_7,Q 23-38_8,Q 23-38_9,Q 23-38_10,Q 23-38_11,Q 23-38_12,Q 23-38_13,Q 23-38_14,Q 23-38_15,Q 23-38_16,Q 23-38_16_TEXT,Q39,Q39_7_TEXT,Q40,Q 41-56_1,Q 41-56_2,Q 41-56_3,Q 41-56_4,Q 41-56_5,Q 41-56_6,Q 41-56_7,Q 41-56_8,Q 41-56_9,Q 41-56_10,Q 41-56_11,Q 41-56_12,Q 41-56_13,Q 41-56_14,Q 41-56_15,Q 41-56_16,Q57,Q58,Q59,Q60,Q61
9/28/24 11:11,9/28/24 11:31,IP Address,,100,1213,TRUE,9/28/24 11:31,R_7f2qUT2O5HRPLKp,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Post high school/University Level,Spanish,,55,35,I have used GenAI.,"ChatGPT,Gemini,Other","ElevenLabs, Magic School, Hello History, Question Well",Other,Eleven Labs,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,iPad or tablet",,4-Yes,5- Very much so,5- Very much so,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,Yes,Weekly,1=To no extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,3=To some extent,3=To some extent,1=To no extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,I use it mostly to come up with some initial ideas so that I can start revising to fit my class,"Workshops,Colleagues,Students/Children,Internet (e.g., Google, YouTube),Experimentation",,No,,,,,,,,,,,,,,,,,Good quesiton ... I can't think of anything right now.,"Speeds up preparation time and ""thinking time"" for me. If I am stuck, I don't have to sit in front of a blank screen for too long.","Errors and incorrect information, especially if the teacher doesn't revise. Sometimes the GenAI can be misleading and I need to sort through the AI response before it is usable with my teaching. If a teacher doesn't know the information is incorrect or misleading, then it can create misunderstanding",Errors and incorrect information - or AI not giving me examples that fit world language classrooms.,Yes - but I don't know. I will most likely attend anything that is available so that I can learn more. 
9/28/24 14:28,9/28/24 14:36,IP Address,,100,494,TRUE,9/28/24 14:36,R_3RUlspjTyDYhLTH,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,44,10,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Somewhat accessible (e.g., I can get access to generative AI, but it isn’t always easy)",Computer,,4-Yes,4-Yes,4-Yes,1 - Not at all,1 - Not at all,4-Yes,3 - Moderately,4-Yes,Yes,Weekly,1=To no extent,4=To a large extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,3=To some extent,2= To little extent,Proofread student responses,"Workshops,Students/Children,Experimentation",,Yes,3=To some extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,2= To little extent,2= To little extent,1=To no extent,3=To some extent,"I would like to be able to ask it to create a picture that included certain elements (that could then be discussed in class). I think this is available, but in ""paid"" versions (and I do not have access to that). ","Time saving for me, differentiation for students",I'm concerned about students using it to complete out of class assignments. ,"I cannot access it at school, due to filters. Also, I do have to be prepared to proofread/edit the products provided by AI. ","How to best use AI to ""edit the task, not the text"" when dealing with authentic texts. "
9/29/24 11:23,9/29/24 11:30,IP Address,,100,411,TRUE,9/29/24 11:30,R_32ewAwKKK0gENzj,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Middle School,Spanish,,52,20,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Somewhat accessible (e.g., I can get access to generative AI, but it isn’t always easy)",Computer,,5- Very much so,5- Very much so,5- Very much so,3 - Moderately,1 - Not at all,1 - Not at all,1 - Not at all,2 - Slightly,No,,,,,,,,,,,,,,,,,,,Colleagues,,Yes,2= To little extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,To create projects; to help personalize learning for students; to create assessments,I have not used AI for work - only for personal reasons,Accuracy,I haven't tried,"Yes - starting with an overview of various ways it can be used, and working into how people have successfully used it"
9/27/24 6:51,10/2/24 6:57,IP Address,,100,432359,TRUE,10/2/24 6:57,R_6f3OnHeFt7Gp4w9,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Mandarin,,60+,20+,I have used GenAI.,"ChatGPT,Claude,Gemini,Other",Perplexity,ChatGPT,,"Yes, my employer pays for it.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,Yes,Weekly,2= To little extent,2= To little extent,2= To little extent,2= To little extent,2= To little extent,3=To some extent,2= To little extent,4=To a large extent,1=To no extent,1=To no extent,4=To a large extent,4=To a large extent,2= To little extent,1=To no extent,1=To no extent,4=To a large extent,analyze large set of data,"Internet (e.g., Google, YouTube),Experimentation,Other","explore on my own, head up a PLC",Yes,2= To little extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,create logical 4-panel comics as prompts to Story Narration in AP test.,help student develop agency and critical thinking,behind the scene data base could be manipulated to influence users,some students do not follow the guidance to reap the benefits of logically crafted prompts that are aimed to help them learn instead of doing their work for them. some teachers still using it as a browser.,authentic case studies on redesigning assessments
9/27/24 13:29,9/27/24 13:29,IP Address,,13,34,FALSE,10/4/24 13:29,R_6DvkYEVizO1FH5X,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/24 14:39,9/27/24 14:39,IP Address,,13,21,FALSE,10/4/24 14:39,R_6PpVtRaq9uw6Ksh,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/24 14:51,10/7/24 14:57,IP Address,,100,381,TRUE,10/7/24 14:57,R_3LhrXzhogxEI49v,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Middle School,Spanish,,24,2,I have used GenAI.,"ChatGPT,Other",Magic school,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,4-Yes,4-Yes,3 - Moderately,2 - Slightly,5- Very much so,5- Very much so,5- Very much so,3 - Moderately,Yes,Monthly,2= To little extent,3=To some extent,1=To no extent,3=To some extent,2= To little extent,4=To a large extent,2= To little extent,2= To little extent,2= To little extent,3=To some extent,1=To no extent,2= To little extent,2= To little extent,3=To some extent,1=To no extent,3=To some extent,Unit Planning,"Workshops,Colleagues,Internet (e.g., Google, YouTube),Experimentation",,Yes,3=To some extent,3=To some extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,2= To little extent,2= To little extent,2= To little extent,4=To a large extent,2= To little extent,5=To a very large extent,3=To some extent,2= To little extent,1=To no extent,2= To little extent,Rubrics and feedback,"Enhances creativity when developing lessons, modifying resources for any proficiency level",None,Knowing when to incorporate AI without overuse ,Yes. Just learning new creative ways to use AI
10/8/24 6:09,10/8/24 6:11,IP Address,,100,111,TRUE,10/8/24 6:11,R_1OCrkCNH98NPx4R,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,29,7,I have heard of it but I do not use it.,,,,,,,,,4-Yes,4-Yes,3 - Moderately,3 - Moderately,2 - Slightly,3 - Moderately,3 - Moderately,5- Very much so,No,,,,,,,,,,,,,,,,,,,I have not yet learned about how to use generative AI  in my classroom.,,No,,,,,,,,,,,,,,,,,Interpersonal tasks and presentational speaking,It is more authentic and interactive,Students relying on AI to create their work,Using them appropriately,"Yes, workshops with time spent working in the system"
10/8/24 6:20,10/8/24 6:39,IP Address,,100,1157,TRUE,10/8/24 6:39,R_1cBNrTNFYbKAYS5,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,"French,Other",Arabic (MSA),31,9,I have used GenAI.,"ChatGPT,Gemini",,ChatGPT,,"Yes, my employer pays for it.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,iPad or tablet,Cellular telephone,Other",Google suites,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,No,,,,,,,,,,,,,,,,,,,"Workshops,Colleagues,Internet (e.g., Google, YouTube),Experimentation",,No,,,,,,,,,,,,,,,,,"Support in differentiation, generally, I end up using tools that use forms of AI rather than the generative AI tools (i.e. Duolingo& Quizlet v. ChatGBT).","If the GenAI tools get to the point of matching their abilities in the English language, it can be helpful with leveling articles, making support activities, etc. It would be pretty cool to utilize it for additional listening resources within the bounds of certain vocab lists, but it hasn't worked well yet. However, I don't see it replacing the general curation of authentic materials. ",Students using it as a tool to cheat is the greatest worry as we try to teach not just how to form the languages the value of learning one. ,"While teachers have access, students don't have it paid for them, so they get the bare bones unless their family pays. It also does understand, yet, accurate formation of curriculum, etc. (and definitely not to the specifications of district and school expectations). ","I've been to PD specifically related to AI in World Language teaching and generally it's really only helpful for tedious tasks, like automatizing formative assessment. I don't find that helpful; students' best learning comes from written and spoken word, and the AI isn't at the place yet that it can really do that. Beyond that, each program costs more money. It's not feasible for a school. As for Generative AI specifically, I struggle to see how it will support me beyond making lessons plans for me (which I don't need)."
10/8/24 6:55,10/8/24 6:59,IP Address,,100,196,TRUE,10/8/24 6:59,R_7lnUAQspOK1ortp,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Middle School,French,,30,8,I have heard of it but I do not use it.,,,,,,,,,3 - Moderately,2 - Slightly,4-Yes,4-Yes,1 - Not at all,1 - Not at all,3 - Moderately,4-Yes,No,,,,,,,,,,,,,,,,,,,"Colleagues,Students/Children,Internet (e.g., Google, YouTube),Experimentation",,No,,,,,,,,,,,,,,,,,"Lesson planning, differentiation of activities, creation of materials","I have seen videos of teachers using it to help create materials for class, and that's primarily what I would want to use it for",Biggest worry is of students abusing it to complete assignments without learning the material,"Our district has blocked many GenAI tools (ex: ChatGPT) on our school internet. We cannot access it at school, but could access at home on a non-district device.",
10/8/24 7:01,10/8/24 7:02,IP Address,,100,89,TRUE,10/8/24 7:02,R_3msy3j4deLngdJ1,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Other,american sign language,24,2,I have never heard of it.,,,,,,,,,2 - Slightly,2 - Slightly,2 - Slightly,2 - Slightly,2 - Slightly,2 - Slightly,2 - Slightly,2 - Slightly,No,,,,,,,,,,,,,,,,,,,"Colleagues,I have not yet learned about how to use generative AI  in my classroom.",,No,,,,,,,,,,,,,,,,,,,,not much available for american sign language,
10/8/24 13:15,10/8/24 13:20,IP Address,,100,297,TRUE,10/8/24 13:20,R_5b1j9CW5lTubA6B,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,49,26,I have used GenAI.,"ChatGPT,Claude,Gemini",,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,5- Very much so,5- Very much so,5- Very much so,5- Very much so,2 - Slightly,3 - Moderately,4-Yes,5- Very much so,Yes,Weekly,5=To a very large extent,4=To a large extent,4=To a large extent,3=To some extent,1=To no extent,4=To a large extent,4=To a large extent,1=To no extent,3=To some extent,1=To no extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,NOne,"Workshops,Colleagues,Experimentation",,Yes,4=To a large extent,3=To some extent,3=To some extent,2= To little extent,2= To little extent,3=To some extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,5=To a very large extent,model products for assessments,creation of materials,Privacy issues,None,Differentiating content & teaching for different learners
10/8/24 17:13,10/8/24 17:21,IP Address,,100,501,TRUE,10/8/24 17:21,R_1KuoqMvOd27cUf4,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,French,,39,17 years,I have used GenAI.,"ChatGPT,Claude,Other",Curious. Canva,ChatGPT,,"No, I use the free version.","Somewhat accessible (e.g., I can get access to generative AI, but it isn’t always easy)",Computer,,4-Yes,4-Yes,4-Yes,5- Very much so,4-Yes,3 - Moderately,3 - Moderately,5- Very much so,Yes,Weekly,3=To some extent,3=To some extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,4=To a large extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,,"Workshops,Colleagues",,No,,,,,,,,,,,,,,,,,Creating good reading comprehension questions. ,"Feedback!
Models!","Authenticity of resources
Bias",My students don’t have access if I want them to do something with ChatGPT. ,MAFLA did something that was great! I’d love Joe Dale to keep posting on LinkedIn
10/9/24 9:03,10/9/24 9:25,IP Address,,100,1322,TRUE,10/9/24 9:25,R_3wyoacw88UHzvyl,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,40,16,I have heard of it but I do not use it.,,,,,,,,,2 - Slightly,4-Yes,2 - Slightly,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,No,,,,,,,,,,,,,,,,,,,I have not yet learned about how to use generative AI  in my classroom.,,No,,,,,,,,,,,,,,,,,"I am interested in using it. However, no training has been provided to teachers at CMS. We keep receiving old remote learning technology tools trainings. ","Available resources for teachers, enhance activities for students that provide feedback. ",Students know more about it than I do. ,I have not received training. I do not know how to integrate this tools into teaching. ,Yes!! GenAI useful for improving students language proficiency and practice vocabulary.
10/9/24 16:35,10/9/24 16:46,IP Address,,100,651,TRUE,10/9/24 16:46,R_3QLPTrWc9PGYWrp,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,"Middle School,Secondary school/High School",French,,32,8,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,3 - Moderately,4-Yes,4-Yes,1 - Not at all,2 - Slightly,2 - Slightly,4-Yes,4-Yes,Yes,Monthly,1=To no extent,2= To little extent,2= To little extent,2= To little extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,3=To some extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,N/a,"Workshops,Colleagues,Experimentation",,No,,,,,,,,,,,,,,,,,"After reading some of the prompts, I had not thought about using it for generating student feedback, grammar explanations, or listening assessments. ","For me, the best use is sometimes helping write brief explanations for novice learners with multiple cognates. Sometimes, it does a better job pulling cognates that I might not have thought of and it helps me structure assignments or slides for students. Additionally, it is helpful creating multiple resources. Whether it be to target content for individualized student interests or for the purpose of differentiating reading assignments for varying language proficiency levels. ","Sometimes when I have it write comprehension questions, it tends to write low level “look and lift” type questions.  Additionally, ethically it seems to enter into a grey area. And I know the form typically is in reference to teacher use. However, I worry about students using it and not being able to assess what they actually know. ",Primarily student’s cheating is the only challenge I have truly faced. ,I actually am signed up for a book study/conference combo next year focused on the topic. It is a tool that isn’t going away and can be extremely useful when used correctly! 
10/9/24 17:33,10/9/24 17:39,IP Address,,100,405,TRUE,10/9/24 17:39,R_6J3Xa2ApQzOSOxX,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,42,15,I have heard of it but I do not use it.,,,,,,,,,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,No,,,,,,,,,,,,,,,,,,,I have not yet learned about how to use generative AI  in my classroom.,,No,,,,,,,,,,,,,,,,,Creating pictures to encourage conversation,Saving time,Unsure,I have not yet tried to use either,"I suppose it would be helpful, yes. Anything would be helpful. "
10/9/24 20:29,10/9/24 20:37,IP Address,,100,473,TRUE,10/9/24 20:37,R_10TWo8Q6XG4ilkO,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,German,,40,18,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,Yes,Weekly,2= To little extent,3=To some extent,3=To some extent,2= To little extent,1=To no extent,2= To little extent,3=To some extent,3=To some extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,3=To some extent,1=To no extent,1=To no extent,,"Colleagues,Internet (e.g., Google, YouTube),Experimentation",,No,,,,,,,,,,,,,,,,,None,Creation of quick practice. And idea partner as I create rubrics.  Leveling questions for interpretive assessments. Creating fun images to prompt speech.,Not much worry. Just want to make sure I am double checking what it produces to make sure it is correct. ,None,No
10/10/24 7:46,10/10/24 8:36,IP Address,,100,3008,TRUE,10/10/24 8:36,R_5KIUliwLnN2PUD0,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,French,,60,32,I have used GenAI.,"ChatGPT,Claude,Gemini",,ChatGPT,,"Yes, I pay for it.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,3 - Moderately,2 - Slightly,5- Very much so,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,5- Very much so,Yes,Monthly,3=To some extent,3=To some extent,3=To some extent,3=To some extent,2= To little extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,2= To little extent,2= To little extent,3=To some extent,3=To some extent,3=To some extent,Find facts about countries for map talks,"Workshops,Colleagues,Students/Children,Internet (e.g., Google, YouTube),Experimentation",,Yes,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,3=To some extent,Provide feedback,Time saving and efficient -  more practice provided for students,Overuse/Lack of human touch,It's not me!  ,Yes-  hands on - teach thenn provide time for experimentation
10/9/24 4:46,10/9/24 4:48,IP Address,,80,144,FALSE,10/16/24 4:48,R_6L9xPdei93NwuBP,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,"Middle School,Secondary school/High School",Spanish,,37,12,I have heard of it but I do not use it.,,,,,,,,,5- Very much so,5- Very much so,4-Yes,4-Yes,5- Very much so,2 - Slightly,3 - Moderately,4-Yes,No,,,,,,,,,,,,,,,,,,,Colleagues,,Yes,,,,,,,,,,,,,,,,,,,,,
10/17/24 6:55,10/17/24 7:01,IP Address,,100,364,TRUE,10/17/24 7:01,R_70obzo9kVqMyLbX,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Post high school/University Level,Spanish,,40,15,I have used GenAI.,ChatGPT,,ChatGPT,,"Yes, my employer pays for it.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,4-Yes,4-Yes,4-Yes,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,Yes,Weekly,1=To no extent,3=To some extent,4=To a large extent,3=To some extent,1=To no extent,5=To a very large extent,1=To no extent,2= To little extent,4=To a large extent,4=To a large extent,3=To some extent,1=To no extent,2= To little extent,3=To some extent,3=To some extent,1=To no extent,,"Workshops,Internet (e.g., Google, YouTube),Experimentation",,Yes,1=To no extent,1=To no extent,4=To a large extent,1=To no extent,1=To no extent,4=To a large extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,2= To little extent,1=To no extent,3=To some extent,,Differentiated instruction,,,
10/17/24 7:23,10/17/24 7:26,IP Address,,100,157,TRUE,10/17/24 7:26,R_34JPiS89UYTnnLr,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Post high school/University Level,Spanish,,55,32,I have heard of it but I do not use it.,,,,,,,,,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,3 - Moderately,No,,,,,,,,,,,,,,,,,,,I have not yet learned about how to use generative AI  in my classroom.,,No,,,,,,,,,,,,,,,,,,,,,Yes workshops online
10/18/24 14:46,10/18/24 14:51,IP Address,,100,335,TRUE,10/18/24 14:51,R_31TThd4N7oxPaQm,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,French,,45,4,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,Yes,Monthly,3=To some extent,3=To some extent,1=To no extent,3=To some extent,2= To little extent,3=To some extent,3=To some extent,1=To no extent,1=To no extent,3=To some extent,3=To some extent,3=To some extent,2= To little extent,2= To little extent,2= To little extent,1=To no extent,N/a,"Internet (e.g., Google, YouTube),Experimentation",,No,,,,,,,,,,,,,,,,,To create assignments for students.,It saves time.,It can be inaccurate ,Use if accents in the language,Yes
10/19/24 5:57,10/19/24 6:04,IP Address,,100,455,TRUE,10/19/24 6:04,R_7oCINl0jA4sPqFj,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,43,18,I have used GenAI.,ChatGPT,,ChatGPT,,"No, I use the free version.","Somewhat accessible (e.g., I can get access to generative AI, but it isn’t always easy)","Computer,Cellular telephone",,2 - Slightly,4-Yes,4-Yes,3 - Moderately,1 - Not at all,1 - Not at all,2 - Slightly,3 - Moderately,No,,,,,,,,,,,,,,,,,,,Colleagues,,No,,,,,,,,,,,,,,,,,"Creating writing prompts, creating assignments that are leveled.","I have heard from a colleague that she uses it to create sentence starters, writing assignments and prompts, as well as writing introductions and descriptions of assignments .",It’s very challenging to constantly monitor students’ use of plagiarized work. I’m concerned it will open the door to more of that. I want responses to be authentic. ,I honestly haven’t tried to do it yet. ,I think it would be useful to learn practical ways to use it in the classroom. 
10/19/24 9:26,10/19/24 9:30,IP Address,,100,226,TRUE,10/19/24 9:30,R_7fiTNBh7fV3g0Ip,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,"Middle School,Secondary school/High School",French,,24,2 full years (this is my 3rd),I have used GenAI.,"ChatGPT,Gemini",,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)",Computer,,4-Yes,4-Yes,4-Yes,3 - Moderately,3 - Moderately,4-Yes,4-Yes,3 - Moderately,Yes,Weekly,2= To little extent,1=To no extent,1=To no extent,5=To a very large extent,3=To some extent,4=To a large extent,1=To no extent,1=To no extent,3=To some extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,4=To a large extent,1=To no extent,1=To no extent,,"Workshops,Colleagues,Internet (e.g., Google, YouTube),Experimentation",,Yes,2= To little extent,1=To no extent,2= To little extent,2= To little extent,2= To little extent,3=To some extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,2= To little extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,,,,,
10/17/24 19:21,10/17/24 19:28,IP Address,,87,396,FALSE,10/24/24 19:28,R_6QRkZPmyg6FvzCf,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,52,28,I have used GenAI.,"ChatGPT,Other",Suno,ChatGPT,,"No, I use the free version.","Somewhat accessible (e.g., I can get access to generative AI, but it isn’t always easy)",Computer,,3 - Moderately,2 - Slightly,4-Yes,3 - Moderately,1 - Not at all,1 - Not at all,2 - Slightly,4-Yes,Yes,Monthly,2= To little extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,3=To some extent,,"Workshops,Colleagues,Students/Children",,No,,,,,,,,,,,,,,,,,,,,,
10/27/24 15:01,10/27/24 15:09,IP Address,,100,484,TRUE,10/27/24 15:09,R_1Orhnl8mjZF88pO,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,Spanish,,54,18,I have used GenAI.,"ChatGPT,Claude,Gemini",,ChatGPT,,"Yes, I pay for it.","Somewhat accessible (e.g., I can get access to generative AI, but it isn’t always easy)","Computer,iPad or tablet,Cellular telephone",,5- Very much so,5- Very much so,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,4-Yes,Yes,Weekly,4=To a large extent,4=To a large extent,4=To a large extent,4=To a large extent,1=To no extent,4=To a large extent,1=To no extent,1=To no extent,2= To little extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,3=To some extent,2= To little extent,3=To some extent,Generate images for use in classroom,"Workshops,Colleagues,Internet (e.g., Google, YouTube),Experimentation",,Yes,3=To some extent,3=To some extent,3=To some extent,3=To some extent,2= To little extent,2= To little extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,1=To no extent,2= To little extent,1=To no extent,4=To a large extent,To create an actual printable worksheet that is already formatted.  I end up spending time trying to properly format things,It is a great way to get ideas and to quickly create written or visual input for students ,Because of the way I teach I don't really have any worries. ,ChatGPT has been blocked at my school so I have to use it at home to create stuff for school. ,"I guess more specific ways to use it for teaching Spanish, developing materials, and for using it to generate audio content.  I haven't used it much for audio content. "
10/28/24 7:07,10/28/24 7:14,IP Address,,100,429,TRUE,10/28/24 7:14,R_3Jo2nvZcduBqj5f,,,,,,,anonymous,EN,"Yes, I Agree",United States,,Yes,Secondary school/High School,French,,40,17,I have used GenAI.,"ChatGPT,Gemini",,ChatGPT,,"No, I use the free version.","Very accessible (e.g., I can access and use generative AI tools whenever I want to)","Computer,Cellular telephone",,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,5- Very much so,Yes,Weekly,3=To some extent,3=To some extent,5=To a very large extent,4=To a large extent,3=To some extent,5=To a very large extent,4=To a large extent,3=To some extent,3=To some extent,4=To a large extent,5=To a very large extent,4=To a large extent,4=To a large extent,4=To a large extent,2= To little extent,5=To a very large extent,Personal Assistant,"Workshops,Colleagues,Experimentation",,Yes,5=To a very large extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,5=To a very large extent,4=To a large extent,3=To some extent,4=To a large extent,3=To some extent,4=To a large extent,4=To a large extent,4=To a large extent,4=To a large extent,2= To little extent,4=To a large extent,,It provides me with a think partner and helps me to do tasks faster by giving me a starting point. ,,Sometimes sites are blocked by the district. ,I LOVE learning about AI and would gladly attend any PD offered on it. 
