StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3,Q1,Q1_9_TEXT,Q2,Q3,Q4,Q4_19_TEXT,Q5,Q6,Q7,Q8,Q8_7_TEXT,Q9,Q9_4_TEXT,Q10,Q11,Q12,Q12_7_TEXT,Q 13-20_1,Q 13-20_2,Q 13-20_3,Q 13-20_4,Q 13-20_5,Q 13-20_6,Q 13-20_7,Q 13-20_8,Q21,Q22,Q 23-38_1,Q 23-38_2,Q 23-38_3,Q 23-38_4,Q 23-38_5,Q 23-38_6,Q 23-38_7,Q 23-38_8,Q 23-38_9,Q 23-38_10,Q 23-38_11,Q 23-38_12,Q 23-38_13,Q 23-38_14,Q 23-38_15,Q 23-38_16,Q 23-38_16_TEXT,Q39,Q40,Q 41-56_1,Q 41-56_2,Q 41-56_3,Q 41-56_4,Q 41-56_5,Q 41-56_6,Q 41-56_7,Q 41-56_8,Q 41-56_9,Q 41-56_10,Q 41-56_11,Q 41-56_12,Q 41-56_13,Q 41-56_14,Q 41-56_15,Q 41-56_16,Q57,Q58,Q59,Q60,Q61
11/4/24 19:18,11/4/24 19:30,IP Address,,100,691,TRUE,11/4/24 19:30,R_5WTvjTcIpzRe1jP,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela secundaria,Inglés,,46,20 años,He usado GenAI.,ChatGPT,,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,4 - Sí,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,4 - Sí,3 - Moderadamente,3 - Moderadamente,4 - Sí,Sí,Semanalmente,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,Crear textos tipo ICFES,"Talleres,Programa de preparación de profesores,Internet (por ejemplo, Google, YouTube)",Sí,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,3 = En alguna medida,3 = En alguna medida,"Planificación de planes de estudio, planeaciones me gustaría aprender mucho más.",Tiene una posibilidad amplia de ayudar aprender de forma interactiva el segundo idioma en mis estudiantes L2,Que sea usada de forma errónea por estudiantes y facilite en ellos la producción de sus tareas fácilmente.,"Que se requiere primero conexión internet, dónde laboro no hay (Estado) me toca valerme datos personales en los estudiantes para que usen estás herramientas.",Me encantaría aprender mucho más sobre este tema.
11/5/24 6:31,11/5/24 6:42,IP Address,,100,640,TRUE,11/5/24 6:42,R_3JTt4rOKuFPVfDr,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela media,Inglés,,47,22,"He oído hablar de ello, pero no lo uso.",,,,,,,,,3 - Moderadamente,3 - Moderadamente,2 - Ligeramente,3 - Moderadamente,2 - Ligeramente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,Sí,Mensualmente,3 = En alguna medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,4 = En gran medida,1 = Para nada,,"Internet (por ejemplo, Google, YouTube),Experimentación",No,,,,,,,,,,,,,,,,,,"Es posible crea nuevos contenidos, enlazarnos con otros grupos de estudio, revisar y complementar nuestras herramientas profesionales",Que se vuelva una herramienta que reemplace el pensamiento crítico. ,La capacitación a docentes y a estudiantes frente al tema.,"Si! Me gustaría recibir capacitación en diseño de actividades, creación de rúbricas, diseño de exámenes. 
"
11/5/24 6:40,11/5/24 6:43,IP Address,,100,166,TRUE,11/5/24 6:43,R_6PbCrdlNYuCZZZV,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Preescolar,Inglés,,36,18,Nunca he oído hablar de ello.,,,,,,,,,2 - Ligeramente,4 - Sí,3 - Moderadamente,1 - Para nada,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,3 - Moderadamente,No,,,,,,,,,,,,,,,,,,,Aún no he aprendido cómo usar la inteligencia artificial generativa en mi aula.,No,,,,,,,,,,,,,,,,,,,,,
11/5/24 6:27,11/5/24 6:59,IP Address,,100,1910,TRUE,11/5/24 6:59,R_5Q5jRU4EIflBYy1,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela primaria,"Inglés,Español",,37,13 años,He usado GenAI.,"ChatGPT,Otro",Copilot,Otro,Copilot,"No, uso la versión gratuita.","Algo accesibles (por ejemplo, puedo acceder a la IA generativa, pero no siempre es fácil)","Computadora,iPad o tableta",,3 - Moderadamente,5 - Mucho,4 - Sí,1 - Para nada,1 - Para nada,1 - Para nada,2 - Ligeramente,5 - Mucho,Sí,Mensualmente,1 = Para nada,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,1 = Para nada,1 = Para nada,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,2 = En poca medida,1 = Para nada,,Aún no he aprendido cómo usar la inteligencia artificial generativa en mi aula.,No,,,,,,,,,,,,,,,,,No se entiende la pregunta.,Ahorro de tiempo.,Que no se piense o trabaje más por delegar todo a la IA,La especificidad,"Si. Cómo mejorar la calidad de la clase, qué posibilidades hay para usar la IA"
11/5/24 7:04,11/5/24 7:15,IP Address,,100,692,TRUE,11/5/24 7:15,R_1CEf2xWH6W5WXVV,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela media,Inglés,,60,15,He usado GenAI.,"ChatGPT,Gemini,Otro",Perplexity,Otro,Notebook LM,"Sí, lo paga mi empleador.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)",iPad o tableta,,5 - Mucho,5 - Mucho,5 - Mucho,5 - Mucho,4 - Sí,5 - Mucho,5 - Mucho,5 - Mucho,Sí,Semanalmente,3 = En alguna medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,3 = En alguna medida,1 = Para nada,4 = En gran medida,1 = Para nada,3 = En alguna medida,1 = Para nada,4 = En gran medida,2 = En poca medida,4 = En gran medida,4 = En gran medida,2 = En poca medida,1 = Para nada,?,Talleres,No,,,,,,,,,,,,,,,,,"No entiendo la pregunta.  Si no usaría GenAI, entonces no me gustaría.",Flexibilidad.,Recibir trabajos generados por GenAI de parte de los estudiantes.,LA falta del desarrollo individual de los trabajos asignados a los estudiantes.,"Si, fortalecimiento en el desarrollo cómo “prompt jockey”."
11/5/24 7:04,11/5/24 7:19,IP Address,,100,870,TRUE,11/5/24 7:19,R_7dZfh0OSFd3hyLX,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela primaria,Inglés,,28,8 años,He usado GenAI.,"ChatGPT,Gemini,Otro",Dalli,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,4 - Sí,4 - Sí,4 - Sí,4 - Sí,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,5 - Mucho,Sí,Semanalmente,2 = En poca medida,3 = En alguna medida,1 = Para nada,5 = Con mucha frecuencia,1 = Para nada,4 = En gran medida,4 = En gran medida,1 = Para nada,4 = En gran medida,1 = Para nada,4 = En gran medida,1 = Para nada,3 = En alguna medida,3 = En alguna medida,1 = Para nada,1 = Para nada,,"Talleres,Programa de preparación de profesores,Colegas,Internet (por ejemplo, Google, YouTube),Experimentación",Sí,1 = Para nada,3 = En alguna medida,1 = Para nada,1 = Para nada,1 = Para nada,1 = Para nada,1 = Para nada,1 = Para nada,1 = Para nada,1 = Para nada,4 = En gran medida,3 = En alguna medida,3 = En alguna medida,1 = Para nada,1 = Para nada,5 = En grande medida,No había pensado en usarla como un elemento cultural. ,,"Me preocupa la ""naturalidad"" de la lengua, pues asumo que al usarse este medio se puede inclinar mucho a lo ""correcto"", y no a lo común.",Recurdar usar un prompt correcto y completo. ,"Sí, me gustaría muchos manejos sobre cómo hacer las clases más integradas."
11/5/24 7:10,11/5/24 7:37,IP Address,,100,1631,TRUE,11/5/24 7:37,R_7CHynJTylnZ4mdp,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Escuela primaria,Escuela media,Escuela secundaria,Nivel universitario","Inglés,Español",,63,40,He usado GenAI.,"ChatGPT,Gemini",,Otro,,"Sí, lo pago yo.","Algo accesibles (por ejemplo, puedo acceder a la IA generativa, pero no siempre es fácil)","Computadora,iPad o tableta,Teléfono celular",,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,No,,,,,,,,,,,,,,,,,,,"Internet (por ejemplo, Google, YouTube),Experimentación",No,,,,,,,,,,,,,,,,,No entiendo la pregunta: ,"Puede consolidar el rol del profesor como mediador y guia. Prioriza la formación en autonomia (responsabilidad, auto evaluación, metas= ","El que aún no tenemos docentes preparados, y solamente se usa la IA que provean  y como la preveen las editoriales eso si está incluida en los recursos. ","el costo, la falata de cambios en los recursos, la inexistencia de interes de arte de los directivos de los colegios, ","talleres, seminarios teóricos y  prácticos, "
11/5/24 7:34,11/5/24 7:41,IP Address,,100,463,TRUE,11/5/24 7:41,R_1CuL3gxCsce4MU1,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,32,9,He usado GenAI.,"ChatGPT,Gemini",,Gemini,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,Sí,Semanalmente,5 = Con mucha frecuencia,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,5 = Con mucha frecuencia,4 = En gran medida,4 = En gran medida,4 = En gran medida,,Experimentación,No,,,,,,,,,,,,,,,,,Desarrollo de actividades ,Más tiempo para interactuar con los estudiantes ,Poca participación de los estudiantes en el diálogo ,Ninguno es un elemento ,Elaboración de prompts para la planeancion de clases 
11/5/24 7:39,11/5/24 7:43,IP Address,,100,274,TRUE,11/5/24 7:43,R_5kUBXyQpYlSUBYb,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,37,6,"He oído hablar de ello, pero no lo uso.",,,,,,,,,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,1 - Para nada,3 - Moderadamente,No,,,,,,,,,,,,,,,,,,,Aún no he aprendido cómo usar la inteligencia artificial generativa en mi aula.,No,,,,,,,,,,,,,,,,,"Enseñanza, corrección.","No sabe, no conoce.","No sabe, no conoce.","No sabe, no conoce.",Si. No conozco.
11/5/24 5:46,11/5/24 8:05,IP Address,,100,8340,TRUE,11/5/24 8:05,R_3Fy78TFXbtRJuqh,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,47,25 años,"He oído hablar de ello, pero no lo uso.",,,,,,,,,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,4 - Sí,3 - Moderadamente,1 - Para nada,1 - Para nada,4 - Sí,No,,,,,,,,,,,,,,,,,,,Otro (permita escribir la respuesta),Sí,2 = En poca medida,3 = En alguna medida,4 = En gran medida,2 = En poca medida,1 = Para nada,1 = Para nada,1 = Para nada,1 = Para nada,1 = Para nada,2 = En poca medida,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,1 = Para nada,2 = En poca medida,2 = En poca medida,Tareas para la apropiación de las competencias comunicativas.,La interacción y el acompañamiento del desarrollo de las competencias comunicativas. ,El excesivo uso que afecte la interacción social y los actos comunicativos con la sociedad.,El limitado conocimiento en el uso de la herramienta.,El fortalecimiento de la enseñanza haciendo sinergia entre la tecnología y los métodos emergentes.
11/5/24 8:22,11/5/24 8:29,IP Address,,100,431,TRUE,11/5/24 8:29,R_7RHVN43OBpbNlkt,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela media,Inglés,,46,25 años,Nunca he oído hablar de ello.,,,,,,,,,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,3 - Moderadamente,2 - Ligeramente,3 - Moderadamente,3 - Moderadamente,No,,,,,,,,,,,,,,,,,,,Aún no he aprendido cómo usar la inteligencia artificial generativa en mi aula.,No,,,,,,,,,,,,,,,,,"Trabajos escritos, retroalimentación de trabajos, informacion de lo que es válido y no es válido al usar IA. ",Uso adecuado de la tecnología ,Que los estudiantes usen la IA para desarrollar sus trabajos sin esfuerzo y sin demostrar realmente lo que han aprendido realmente sin la ayuda de la IA. ,Que los alumnos tienden a usarla para que les desarrolle sus trabajos y tareas de una manera fácil y sin esfuerzo.,"Si, talleres y capacitación suficiente para poder usar la IA de manera correcta, legal y como apoyo y que los estudiantes también aprendan a hacerlo. "
11/5/24 9:46,11/5/24 9:51,IP Address,,100,308,TRUE,11/5/24 9:51,R_6zTqFvFEE4bEio2,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela secundaria,Inglés,,31,más de 10 años,"He oído hablar de ello, pero no lo uso.",,,,,,,,,2 - Ligeramente,3 - Moderadamente,4 - Sí,3 - Moderadamente,4 - Sí,4 - Sí,4 - Sí,4 - Sí,Sí,Semanalmente,3 = En alguna medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,1 = Para nada,1 = Para nada,2 = En poca medida,3 = En alguna medida,4 = En gran medida,4 = En gran medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,1 = Para nada,3 = En alguna medida,3 = En alguna medida,"Crear las actividades de alistamiento, o juegos","Internet (por ejemplo, Google, YouTube),Experimentación",No,,,,,,,,,,,,,,,,,Para las calificaciones.,"Con el uso correcto, proporciona más tiempo para el profesor.",Que idioma no suena tan generico.,"Igualmente, siempre tengo que corregir e editar.","Si, conocer más herramientas."
11/5/24 9:59,11/5/24 10:24,IP Address,,100,1505,TRUE,11/5/24 10:24,R_7KpB1iAaUKAiAut,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Preescolar,Escuela primaria,Escuela media,Escuela secundaria",Inglés,,64,35,He usado GenAI.,"ChatGPT,Claude,Gemini",,Claude,,"Sí, lo pago yo.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)",iPad o tableta,,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,5 - Mucho,Sí,Mensualmente,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,1 = Para nada,1 = Para nada,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,Generar prompts para generar contenido específico relacionados con la enseñanza del idioma extranjera,"Internet (por ejemplo, Google, YouTube),Experimentación",No,,,,,,,,,,,,,,,,,"No lo usaría para preparar materials de apoyo especificos relacionados con los textos que usamos en la institución de los niveles de PK a segundo de primaria, pero me gustaría.","Ayuda mucho a no solo apoyar a los profesores en el desarrollo de lecciones para sus clases, sino también a ahorrar tiempo significativo en las mismas.","Que se pierde o se desmejora este contacto uno-a-uno personal con los estudiantes, y que los mismos profesores se vuelvan completamente dependientes del GenAI.","Por la edad de mis estudiantes, en este momento, no se me genera desafíos ni barreras.. ",Me gustaría recibir desarrollo profesional formal en cuanto a cómo podria incomporar la AI en los grados iniciales (K-3).
11/5/24 13:15,11/5/24 13:24,IP Address,,100,482,TRUE,11/5/24 13:24,R_7Rm7YFIs7rPFfT3,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela secundaria,Inglés,,43,22,He usado GenAI.,"ChatGPT,Gemini,Otro",Perplexity,Otro,Perplexity,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)",Computadora,,5 - Mucho,5 - Mucho,5 - Mucho,5 - Mucho,5 - Mucho,5 - Mucho,5 - Mucho,5 - Mucho,Sí,Diariamente,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,4 = En gran medida,4 = En gran medida,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,5 = Con mucha frecuencia,Creación de diapositivas y presentaciones.,"Talleres,Internet (por ejemplo, Google, YouTube),Experimentación",Sí,5 = En grande medida,4 = En gran medida,5 = En grande medida,5 = En grande medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,4 = En gran medida,Para escribir experiencias personales.,Retroalimentación inmediata y ejemplos contextualizados.,Ninguna,Mis estudiantes no cuentan con acceso en clase y algunos tienen limitaciones de acceso en casa. ,Todo lo concerniente a maximizar y facilitar la labor docente en la enseñanza del inglés.
11/5/24 12:12,11/5/24 13:29,IP Address,,100,4636,TRUE,11/5/24 13:29,R_7tHCuwWaSiDvsuB,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,29,10,He usado GenAI.,Otro,Copilot,Otro,Copilot,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)",Computadora,,4 - Sí,5 - Mucho,5 - Mucho,3 - Moderadamente,4 - Sí,4 - Sí,4 - Sí,4 - Sí,Sí,Mensualmente,2 = En poca medida,2 = En poca medida,3 = En alguna medida,1 = Para nada,3 = En alguna medida,2 = En poca medida,2 = En poca medida,1 = Para nada,1 = Para nada,1 = Para nada,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,2 = En poca medida,1 = Para nada,1 = Para nada,,"Talleres,Internet (por ejemplo, Google, YouTube),Experimentación",No,,,,,,,,,,,,,,,,,"Desde mi perspectiva, la pregunta no es clara y carece de coherencia.",La creación de material multimodal en beneficio de los estudiantes.,El uso indiscriminado de la herramienta para la presentación de trabajos no propios.,La confiabilidad de los recursos generados por la AI.,"Por supuesto que sí. Sería interesante tener la oportunidad de ser parte de un curso virtual con personas de diferentes instituciones del país, donde el diálogo prevalezca en la construcción de nuevos conocimientos."
11/5/24 13:51,11/5/24 14:09,IP Address,,100,1032,TRUE,11/5/24 14:09,R_5s52AZSlCugtbAN,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Escuela media,Escuela secundaria,Nivel universitario",Inglés,,51,20,He usado GenAI.,"ChatGPT,Gemini",,ChatGPT,,"No, uso la versión gratuita.","Algo accesibles (por ejemplo, puedo acceder a la IA generativa, pero no siempre es fácil)",Computadora,,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,3 - Moderadamente,2 - Ligeramente,2 - Ligeramente,3 - Moderadamente,4 - Sí,Sí,Mensualmente,4 = En gran medida,3 = En alguna medida,4 = En gran medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,2 = En poca medida,5 = Con mucha frecuencia,Ideas de juegos en grupos,"Programa de preparación de profesores,Otro (permita escribir la respuesta)",No,,,,,,,,,,,,,,,,,creacion en ensayos,Los niños pueden practicar el idioma en una situacion determinada,"Que los estudiantes dependan totalmente de la AI.
",Falta de conexión a internet y equipos de computo que funcionen adecuadamente. Los equipos de las instituciones son obsoletos.,"Si me gustaría. Practica de idiomas, diseño de presentaciones y material visual, diseño de juegos insteractivos"
11/6/24 5:18,11/6/24 5:23,IP Address,,100,267,TRUE,11/6/24 5:23,R_7GeVmlbhx9rv60x,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Preescolar,"Inglés,Español",,26,3 años ,He usado GenAI.,ChatGPT,,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)",Computadora,,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,Sí,Mensualmente,3 = En alguna medida,3 = En alguna medida,1 = Para nada,1 = Para nada,1 = Para nada,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,3 = En alguna medida,1 = Para nada,3 = En alguna medida,1 = Para nada,3 = En alguna medida,1 = Para nada,3 = En alguna medida,1 = Para nada,,Experimentación,No,,,,,,,,,,,,,,,,,Cualquier actividad o tarea que tenga en ella información sensible ,,,,
11/4/24 18:05,11/4/24 18:09,IP Address,,87,256,FALSE,11/11/24 18:09,R_5KreqrN8t7F3uKt,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela secundaria,Inglés,,42,15,He usado GenAI.,"ChatGPT,Gemini",,ChatGPT,,"No, uso la versión gratuita.","Muy accesibles (por ejemplo, puedo acceder y usar las herramientas de IA generativa cuando quiera)","Computadora,Teléfono celular",,4 - Sí,3 - Moderadamente,3 - Moderadamente,2 - Ligeramente,3 - Moderadamente,3 - Moderadamente,2 - Ligeramente,3 - Moderadamente,No,,,,,,,,,,,,,,,,,,,Experimentación,No,,,,,,,,,,,,,,,,,,,,,
11/4/24 18:33,11/4/24 18:42,IP Address,,27,555,FALSE,11/11/24 18:42,R_5s2Xi6mqqr5UlPP,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Nivel universitario,Inglés,,40,18 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/24 18:48,11/4/24 18:50,IP Address,,50,122,FALSE,11/11/24 18:50,R_6jNzJPRZbbEcDeP,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Preescolar,Escuela primaria,Escuela media,Escuela secundaria,Nivel universitario","Inglés,Francés,Alemán,Otro",,68,25,Nunca he oído hablar de ello.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/24 19:54,11/5/24 5:43,IP Address,,87,35343,FALSE,11/12/24 5:43,R_5hg1ojb34OslqwL,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela secundaria,Inglés,,45,20 años,He usado GenAI.,"ChatGPT,Gemini",,Gemini,,"No, uso la versión gratuita.","Algo accesibles (por ejemplo, puedo acceder a la IA generativa, pero no siempre es fácil)","Computadora,Teléfono celular",,3 - Moderadamente,4 - Sí,4 - Sí,3 - Moderadamente,2 - Ligeramente,3 - Moderadamente,4 - Sí,4 - Sí,Sí,Mensualmente,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,4 = En gran medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,2 = En poca medida,2 = En poca medida,,Talleres,No,,,,,,,,,,,,,,,,,Para interactuar con personas de otros países en tiempo real,,,,
11/5/24 6:20,11/5/24 6:28,IP Address,,87,473,FALSE,11/12/24 6:28,R_3HqrurjkfbpTRAt,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Preescolar,Escuela primaria,Escuela media",Inglés,,44,20 años,"He oído hablar de ello, pero no lo uso.",,,,,,,,,3 - Moderadamente,2 - Ligeramente,2 - Ligeramente,1 - Para nada,1 - Para nada,2 - Ligeramente,2 - Ligeramente,4 - Sí,No,,,,,,,,,,,,,,,,,,,Aún no he aprendido cómo usar la inteligencia artificial generativa en mi aula.,No,,,,,,,,,,,,,,,,,Creación ,,,,
11/5/24 9:50,11/5/24 9:50,IP Address,,27,38,FALSE,11/12/24 9:50,R_6PK0poX3UyKTk3v,,,,,,,anonymous,EN,Sí,Colombia,,Sí,Escuela secundaria,Inglés,,35,8 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/24 16:28,11/5/24 16:34,IP Address,,70,383,FALSE,11/12/24 16:35,R_3E2piKqPMYY08Ux,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Escuela primaria,Nivel universitario",Inglés,,40,20,"He oído hablar de ello, pero no lo uso.",,,,,,,,,4 - Sí,1 - Para nada,2 - Ligeramente,4 - Sí,4 - Sí,4 - Sí,4 - Sí,4 - Sí,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/24 15:11,12/2/24 15:14,IP Address,,70,213,FALSE,12/9/24 15:24,R_3rMavDxi37J7CuZ,,,,,,,anonymous,EN,Sí,Colombia,,Sí,"Escuela secundaria,Nivel universitario",Inglés,,44,24,He usado GenAI.,"ChatGPT,Gemini",,ChatGPT,,"No, uso la versión gratuita.","Algo accesibles (por ejemplo, puedo acceder a la IA generativa, pero no siempre es fácil)","Computadora,Teléfono celular",,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,2 - Ligeramente,Sí,Mensualmente,2 = En poca medida,2 = En poca medida,2 = En poca medida,3 = En alguna medida,1 = Para nada,1 = Para nada,1 = Para nada,3 = En alguna medida,2 = En poca medida,1 = Para nada,2 = En poca medida,1 = Para nada,2 = En poca medida,1 = Para nada,2 = En poca medida,3 = En alguna medida,Planeación de clases u actividades innovadoras,,,,,,,,,,,,,,,,,,,,,,,
